LotArea,LotShape,BldgType,YearBuilt,Neighborhood,YearRemodAdd,Heating,TtlHouseSF,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,DateSold,SalePrice
5389,IR1,TwnhsE,1995,StoneBr,1996,GasA,3211,2,0,2,1,Attchd,2,Y,0,2010-3-1,236500
9590,IR1,1Fam,2003,Timber,2003,GasA,2014,2,0,3,1,Attchd,2,Y,0,2007-5-1,187500
11404,IR1,1Fam,1998,CollgCr,1999,GasA,3184,2,1,3,1,Attchd,2,Y,0,2008-7-1,222500
10000,Reg,1Fam,1961,Sawyer,1983,GasA,2008,1,0,3,1,Attchd,1,Y,0,2009-3-1,131400
8978,IR1,1Fam,1968,Sawyer,1968,GasA,1896,1,0,3,0,Attchd,1,Y,0,2007-5-1,108000
10800,Reg,1Fam,1914,OldTown,1970,GasW,2648,1,1,2,2,Detchd,2,N,0,2006-10-1,163000
8544,Reg,Duplex,1950,NAmes,1950,GasA,1040,2,0,2,0,Detchd,2,Y,0,2006-7-1,93500
10463,IR1,1Fam,2005,Gilbert,2005,GasA,2694,2,1,3,1,Attchd,3,Y,0,2006-6-1,239900
10800,Reg,Duplex,1987,Edwards,1988,GasA,2400,3,0,3,0,NA,0,Y,0,2009-3-1,179000
9313,IR1,1Fam,2004,CollgCr,2004,GasA,2592,2,1,3,0,Attchd,2,Y,0,2009-4-1,190000
9600,Reg,1Fam,1910,OldTown,2002,GasA,1696,2,0,2,0,Detchd,2,Y,0,2007-5-1,132000
6768,IR1,1Fam,1961,Sawyer,1996,GasA,1824,1,0,3,0,Detchd,1,Y,0,2008-5-1,142000
8450,Reg,1Fam,2000,SawyerW,2001,GasA,2698,2,0,3,0,Attchd,2,Y,0,2007-12-1,179000
12886,IR1,1Fam,1963,Sawyer,1999,GasA,1984,2,0,3,1,Attchd,2,Y,0,2009-10-1,175000
5395,IR1,TwnhsE,1993,StoneBr,1993,GasA,2674,2,0,2,1,Attchd,2,Y,0,2008-10-1,180000
8963,IR1,1Fam,1976,NWAmes,1996,GasA,3857,3,1,4,2,BuiltIn,2,Y,0,2008-7-1,299800
8795,IR1,1Fam,2000,Gilbert,2000,GasA,3208,2,1,4,1,BuiltIn,2,Y,0,2009-4-1,236000
11700,IR1,1Fam,1880,OldTown,2003,GasW,3880,1,1,4,1,Detchd,4,N,0,2009-5-1,265979
10593,IR1,1Fam,1996,NoRidge,1996,GasA,3440,2,0,3,1,Attchd,2,Y,0,2010-3-1,260400
8405,Reg,1Fam,1945,Edwards,1950,Wall,1529,2,0,4,0,Detchd,1,N,0,2009-4-1,98000
8800,Reg,1Fam,1910,OldTown,2004,GasA,1716,1,0,3,0,NA,0,N,0,2010-6-1,96500
7750,Reg,1Fam,2003,Gilbert,2003,GasA,1980,2,1,3,0,Attchd,2,Y,0,2007-8-1,162000
9236,IR1,1Fam,1997,CollgCr,1997,GasA,2973,2,0,3,0,Attchd,2,Y,0,2006-7-1,217000
10240,Reg,1Fam,2005,NridgHt,2005,GasA,3128,2,1,3,1,Attchd,3,Y,0,2006-3-1,275500
7930,Reg,1Fam,1969,NAmes,2005,GasA,2052,1,0,3,0,Detchd,2,Y,0,2009-7-1,156000
10769,IR1,1Fam,2007,CollgCr,2007,GasA,2634,2,1,3,0,Attchd,2,Y,0,2009-4-1,212000
11616,IR1,1Fam,1978,Sawyer,1978,GasA,2058,2,1,3,1,Attchd,2,Y,0,2010-4-1,158900
12257,IR1,1Fam,1995,NoRidge,1995,GasA,3849,2,1,4,1,Attchd,3,Y,0,2007-11-1,290000
9100,Reg,1Fam,1959,NAmes,1959,GasA,1728,1,0,2,0,Detchd,1,Y,0,2009-10-1,127500
6911,Reg,1Fam,1924,BrkSide,1950,GasA,2446,1,0,2,0,Detchd,2,Y,0,2009-10-1,100000
9430,Reg,1Fam,1999,NoRidge,1999,GasA,3617,2,1,3,1,Attchd,3,Y,0,2009-7-1,337000
9549,IR1,TwnhsE,1995,Veenker,1996,GasA,2988,1,1,2,1,Attchd,2,Y,0,2006-4-1,270000
14587,IR1,1Fam,2008,Somerst,2008,GasA,3004,2,0,2,1,Attchd,2,Y,0,2008-8-1,264132
10421,Reg,1Fam,1988,NWAmes,1988,GasA,2694,2,1,3,1,Attchd,2,Y,0,2010-3-1,196500
12508,IR1,1Fam,1940,Mitchel,1985,GasA,2733,2,0,4,0,Attchd,1,Y,0,2008-7-1,160000
9100,Reg,1Fam,2004,CollgCr,2005,GasA,3696,2,0,3,1,Attchd,2,Y,0,2006-10-1,216837
53504,IR2,1Fam,2003,StoneBr,2003,GasA,4929,3,1,4,1,BuiltIn,3,Y,0,2010-6-1,538000
7252,IR1,1Fam,1982,Sawyer,1982,GasA,1716,1,0,2,0,Detchd,2,Y,0,2009-4-1,134900
8877,Reg,1Fam,1951,Edwards,1951,GasA,2056,1,0,2,0,Detchd,2,Y,0,2006-4-1,102000
7819,Reg,1Fam,1976,Edwards,1976,GasA,2146,1,0,3,1,Detchd,2,Y,0,2010-3-1,107000
10150,Reg,1Fam,1958,NAmes,1958,GasA,1824,1,0,2,0,Attchd,1,Y,0,2007-7-1,114500
14226,Reg,1Fam,2006,NridgHt,2006,GasA,3908,2,0,3,1,Attchd,3,Y,0,2007-7-1,395000
4500,Reg,TwnhsE,1998,Mitchel,1998,GasA,2408,2,0,2,0,Attchd,2,Y,0,2009-6-1,162000
11210,IR1,1Fam,2005,CollgCr,2006,GasA,3228,2,0,3,0,Attchd,3,Y,0,2006-7-1,221500
13350,IR1,1Fam,1974,Sawyer,1974,GasA,1758,1,0,3,1,Attchd,2,Y,0,2006-6-1,142500
8400,Reg,Duplex,1977,SawyerW,1977,GasA,2020,2,0,4,2,Detchd,2,Y,0,2007-10-1,144000
10530,Reg,Duplex,1977,Mitchel,1977,GasA,1979,1,0,2,0,Attchd,2,Y,0,2006-5-1,135000
7875,Reg,1Fam,1995,Gilbert,1996,GasA,2490,2,0,3,1,Attchd,2,Y,0,2007-6-1,176000
7153,Reg,1Fam,1992,SawyerW,1992,GasA,2364,2,1,3,0,Attchd,2,Y,0,2006-7-1,175900
16285,IR2,1Fam,2001,CollgCr,2002,GasA,2843,2,0,3,0,Attchd,2,Y,0,2009-6-1,187100
9101,IR1,1Fam,1978,Mitchel,1978,GasA,2207,1,0,1,1,Attchd,2,Y,0,2009-7-1,165500
6300,Reg,1Fam,1914,OldTown,2001,GasA,2226,2,0,3,1,NA,0,Y,0,2008-6-1,128000
9790,Reg,1Fam,1967,NWAmes,1967,GasA,2714,2,0,3,1,Attchd,2,Y,0,2009-9-1,161500
10800,Reg,1Fam,1915,OldTown,1950,GasA,2338,2,0,4,0,Detchd,1,Y,0,2010-6-1,139000
10142,IR1,1Fam,2004,SawyerW,2004,GasA,3040,2,1,4,0,BuiltIn,2,Y,0,2010-1-1,233000
6000,Reg,1Fam,1954,OldTown,2000,GasA,1802,1,0,2,0,Detchd,1,Y,0,2008-8-1,107900
12205,IR1,1Fam,1966,ClearCr,2007,GasA,2919,2,1,5,0,Attchd,2,Y,0,2007-7-1,187500
3182,Reg,TwnhsE,2005,Blmngtn,2006,GasA,2290,2,0,2,1,Attchd,2,Y,0,2009-9-1,160200
11333,IR1,1Fam,1976,Mitchel,1976,GasA,2091,1,0,3,2,Attchd,2,Y,0,2007-5-1,146800
9920,IR1,1Fam,1996,NoRidge,1997,GasA,3130,2,1,3,1,Attchd,2,Y,0,2007-6-1,269790
9158,Reg,1Fam,2007,Somerst,2007,GasA,2992,2,0,3,0,Attchd,2,Y,0,2007-6-1,225000
10832,IR1,1Fam,1994,Gilbert,1996,GasA,2607,2,1,3,1,Attchd,2,Y,0,2008-10-1,194500
8400,Reg,1Fam,1980,SawyerW,1981,GasA,2214,2,1,3,1,Attchd,2,Y,0,2010-4-1,171000
8197,Reg,1Fam,1977,Sawyer,1977,GasA,1945,1,1,3,1,Attchd,2,Y,0,2007-4-1,143500
7677,Reg,1Fam,1953,NAmes,1953,GasA,1546,1,0,2,0,Attchd,1,Y,0,2008-4-1,110000
13518,Reg,1Fam,2008,NridgHt,2009,GasA,5066,3,1,4,2,BuiltIn,3,Y,0,2009-7-1,485000
7200,Reg,1Fam,1937,SWISU,1950,GasA,2499,1,1,3,2,Detchd,1,Y,0,2007-6-1,175000
12798,IR1,1Fam,1997,ClearCr,1997,GasA,2304,2,1,4,0,Attchd,2,Y,0,2008-5-1,200000
4800,Reg,1Fam,1916,IDOTRR,1990,GasA,2392,1,0,2,0,Detchd,2,Y,0,2007-7-1,109900
8199,Reg,1Fam,2005,CollgCr,2005,GasA,2184,2,1,3,1,Attchd,2,Y,0,2008-10-1,189000
13891,Reg,1Fam,2008,NridgHt,2009,GasA,4556,3,1,4,1,BuiltIn,3,Y,0,2009-1-1,582933
9000,Reg,1Fam,1954,NAmes,1954,GasA,2064,1,0,2,0,Attchd,1,Y,0,2006-6-1,118000
12274,IR1,1Fam,2008,Somerst,2008,GasA,2845,2,0,3,0,Attchd,2,Y,0,2008-7-1,227680
9750,Reg,1Fam,1967,NAmes,1967,GasA,1960,2,0,3,0,Attchd,1,Y,0,2006-10-1,135500
21384,Reg,1Fam,1923,BrkSide,2004,GasA,2900,1,1,3,1,Attchd,2,Y,0,2009-5-1,223500
13400,Reg,1Fam,1966,NAmes,1966,GasA,2110,1,0,3,1,Attchd,2,Y,0,2006-6-1,159950
8100,Reg,1Fam,1898,OldTown,1965,GasA,2987,2,0,2,0,Detchd,2,N,0,2009-11-1,106000
10140,Reg,1Fam,1974,NWAmes,1999,GasA,2349,1,1,3,1,Attchd,2,Y,648,2006-1-1,181000
4438,Reg,TwnhsE,2004,CollgCr,2004,GasA,1696,1,0,1,1,Attchd,2,Y,0,2008-6-1,144500
9750,Reg,1Fam,1958,NAmes,1958,GasA,2884,1,1,4,0,Attchd,1,Y,0,2007-4-1,157900
8248,Reg,1Fam,1918,Edwards,1950,GasW,1936,1,1,3,0,Detchd,1,P,0,2006-7-1,116000
12137,IR2,1Fam,1998,CollgCr,1998,GasA,3310,2,0,3,0,Attchd,2,Y,0,2010-5-1,224900
11425,IR1,1Fam,1954,NAmes,1954,GasA,2016,1,0,2,1,Attchd,1,Y,0,2006-7-1,137000
13265,IR1,1Fam,2002,Mitchel,2002,GasA,3257,2,0,3,2,Attchd,3,Y,0,2008-7-1,271000
8816,Reg,1Fam,1971,ClearCr,1971,GasA,2062,1,0,3,0,Attchd,2,Y,0,2010-6-1,155000
6371,IR1,TwnhsE,2009,NridgHt,2010,GasA,2716,2,0,2,1,Attchd,2,Y,0,2010-6-1,224000
7226,IR1,1Fam,2003,CollgCr,2003,GasA,2438,2,1,3,0,Attchd,2,Y,0,2008-6-1,183000
6000,Reg,2fmCon,1953,OldTown,1953,GasA,1872,1,0,2,0,Detchd,2,Y,0,2009-2-1,93000
12394,IR1,1Fam,2003,Gilbert,2003,GasA,2580,2,1,3,1,BuiltIn,2,Y,0,2007-10-1,225000
9900,Reg,1Fam,1940,SWISU,1950,GasA,2267,2,0,3,1,Detchd,1,Y,0,2009-7-1,139500
14803,Reg,1Fam,2007,NridgHt,2008,GasA,4162,2,0,2,1,Attchd,3,Y,0,2008-6-1,385000
6130,Reg,1Fam,1924,BrkSide,1950,GasA,1568,1,0,2,0,NA,0,Y,0,2008-5-1,109500
8529,IR1,1Fam,2001,SawyerW,2001,GasA,2888,2,0,3,1,Attchd,2,Y,0,2009-4-1,189000
28698,IR2,1Fam,1967,ClearCr,1967,GasA,3139,2,1,3,0,Attchd,2,Y,0,2009-6-1,185000
11900,IR1,1Fam,1957,NAmes,1957,GasA,2784,1,1,3,2,Attchd,2,Y,0,2008-6-1,166000
9548,IR1,1Fam,2003,CollgCr,2003,GasA,2770,2,1,3,1,Attchd,2,Y,0,2010-1-1,237000
10004,Reg,1Fam,1964,NAmes,1964,GasA,3032,1,1,3,0,Attchd,2,Y,0,2009-2-1,167000
7875,Reg,1Fam,1961,NAmes,1961,GasA,2288,1,0,3,0,Attchd,2,Y,0,2008-9-1,139950
9600,Reg,1Fam,1950,Sawyer,1995,GasA,2134,2,0,2,0,Attchd,2,Y,0,2010-2-1,128000
8100,Reg,1Fam,1948,OldTown,1973,GasA,3118,1,0,2,0,Detchd,2,Y,0,2007-6-1,153500
1680,Reg,Twnhs,1973,BrDale,1973,GasA,1470,1,1,2,0,Detchd,1,Y,0,2008-11-1,100000
9525,Reg,1Fam,1995,CollgCr,2006,GasA,2198,1,1,3,0,Attchd,1,Y,0,2008-6-1,144000
11767,Reg,1Fam,1946,Edwards,1995,GasA,1968,1,0,3,0,Detchd,1,Y,0,2008-5-1,130500
12155,IR1,1Fam,1925,SWISU,1950,GasA,2154,2,0,4,0,Detchd,1,P,0,2008-3-1,140000
10440,Reg,1Fam,1904,OldTown,2002,GasA,2189,2,0,3,1,Detchd,2,P,0,2008-6-1,157500
9020,Reg,1Fam,1966,NAmes,1966,GasA,2292,1,1,3,0,Attchd,2,Y,0,2008-5-1,174900
8000,Reg,Duplex,1961,NAmes,1961,GasA,3600,2,0,6,0,NA,0,Y,0,2007-7-1,141000
12665,IR1,1Fam,1915,OldTown,1950,GasA,2292,1,1,4,1,Detchd,3,Y,0,2008-6-1,153900
16647,IR1,1Fam,1975,Sawyer,1981,GasA,3091,2,0,3,2,Basment,2,Y,0,2007-1-1,171000
9317,Reg,1Fam,1993,SawyerW,1993,GasA,2515,2,1,3,1,Attchd,2,Y,0,2009-7-1,213000
15523,IR1,1Fam,1972,CollgCr,1972,GasA,1728,1,0,3,1,Attchd,1,Y,0,2009-8-1,133500
45600,IR2,1Fam,1908,ClearCr,1997,GasA,3265,3,0,5,1,Detchd,2,Y,0,2008-9-1,240000
9600,Reg,1Fam,1976,Veenker,1994,GasA,2383,2,1,3,1,Attchd,2,Y,0,2007-8-1,187000
4435,Reg,TwnhsE,2003,CollgCr,2003,GasA,1696,1,0,1,0,Attchd,2,Y,0,2007-11-1,131500
3196,Reg,TwnhsE,2003,Blmngtn,2003,GasA,2729,2,0,2,1,Attchd,2,Y,0,2006-5-1,215000
7128,Reg,1Fam,1941,Crawfor,1950,GasA,2564,2,0,4,2,Detchd,1,Y,0,2007-8-1,164000
12095,IR1,1Fam,1964,NAmes,1964,GasA,2572,1,1,3,1,Attchd,2,Y,0,2009-8-1,158000
17920,Reg,1Fam,1955,Sawyer,1974,GasA,3542,1,1,3,1,Attchd,2,Y,0,2006-7-1,170000
6897,IR1,1Fam,1962,Sawyer,2010,GasA,2080,1,1,3,0,Detchd,1,Y,0,2010-4-1,127000
10970,IR1,1Fam,1978,CollgCr,1978,GasA,1966,1,0,3,0,Detchd,2,Y,0,2008-10-1,147000
8125,Reg,1Fam,1994,Gilbert,1995,GasA,2183,2,1,3,1,Attchd,2,Y,0,2009-3-1,174000
10400,Reg,1Fam,1976,NWAmes,1976,GasA,2460,2,0,3,1,Attchd,2,Y,0,2009-6-1,152000
11029,IR1,1Fam,1968,NWAmes,1984,GasA,3708,2,1,4,1,Attchd,2,Y,0,2006-8-1,250000
7642,Reg,1Fam,1918,Crawfor,1998,GasA,2338,1,1,3,1,Detchd,1,Y,0,2007-6-1,189950
11625,Reg,2fmCon,1965,Sawyer,1965,GasA,2078,1,1,3,0,Attchd,2,Y,0,2010-4-1,131500
9672,Reg,1Fam,1984,SawyerW,1985,GasA,2137,2,0,3,0,Attchd,2,Y,0,2010-5-1,152000
7931,Reg,1Fam,1959,NAmes,1959,GasA,2296,1,0,3,0,Attchd,1,Y,0,2009-7-1,132500
8750,IR1,1Fam,1970,NAmes,1970,GasA,2004,1,0,3,0,Detchd,2,Y,0,2009-8-1,148500
10656,IR1,1Fam,2006,Timber,2007,GasA,3284,2,0,3,1,Attchd,3,Y,0,2007-11-1,248900
6970,Reg,1Fam,1961,Sawyer,1961,GasA,2160,1,1,3,0,Attchd,2,Y,0,2007-5-1,129000
14762,IR2,1Fam,1948,Gilbert,1950,GasA,2320,2,0,2,1,Attchd,2,P,0,2006-5-1,169000
9938,Reg,1Fam,1993,SawyerW,1994,GasA,2999,2,1,3,1,Attchd,2,Y,0,2010-6-1,236000
6600,Reg,1Fam,1962,NAmes,1962,GasA,1788,1,0,2,0,Detchd,1,Y,0,2009-8-1,109500
8750,Reg,1Fam,1998,CollgCr,1998,GasA,2486,2,1,3,0,Attchd,2,Y,0,2010-6-1,200500
8892,Reg,1Fam,1953,NAmes,1996,GasA,1015,1,0,3,0,Attchd,2,Y,0,2008-10-1,116000
12144,Reg,1Fam,1949,NAmes,1950,GasA,2100,1,0,3,1,Attchd,1,Y,0,2009-9-1,133000
5720,Reg,1Fam,1941,OldTown,1950,GasA,1807,1,1,3,0,Detchd,1,Y,0,2009-8-1,66500
25286,Reg,1Fam,1963,Mitchel,1963,GasA,2104,1,0,3,0,Attchd,2,Y,0,2007-1-1,132250
8834,Reg,1Fam,2004,NridgHt,2005,GasA,3686,2,1,4,1,Attchd,3,Y,0,2009-6-1,350000
11782,IR1,1Fam,1961,Sawyer,1995,GasA,2264,1,0,3,0,Detchd,2,Y,0,2010-6-1,148000
7000,IR1,1Fam,1978,CollgCr,2005,GasA,1728,1,0,3,0,Attchd,1,Y,0,2009-7-1,136500
7024,Reg,1Fam,2005,Edwards,2006,GasA,2180,1,1,2,0,Attchd,2,Y,0,2007-6-1,157000
13758,IR1,1Fam,1990,Timber,1991,GasA,2873,2,1,3,1,Attchd,2,Y,0,2007-4-1,187500
9636,IR1,1Fam,1992,Gilbert,1993,GasA,2401,2,1,3,1,BuiltIn,2,Y,0,2009-12-1,178000
6204,Reg,1Fam,1912,SWISU,1950,GasA,3025,1,0,5,0,Detchd,1,Y,0,2006-3-1,118500
7150,Reg,1Fam,1967,NAmes,1967,GasA,1784,1,0,3,0,Attchd,1,Y,0,2009-7-1,100000
8393,Reg,Duplex,1959,NAmes,2005,GasA,3338,2,0,4,0,Attchd,2,Y,0,2006-6-1,145000
16466,IR1,1Fam,1955,Edwards,1955,GasA,2209,1,1,3,0,Attchd,1,Y,0,2008-4-1,135500
15865,IR1,1Fam,1970,NAmes,1970,GasA,4434,2,0,4,1,Attchd,2,Y,0,2007-10-1,268000
12160,Reg,1Fam,1953,NAmes,1953,GasA,3010,1,0,2,1,Attchd,2,Y,0,2009-2-1,149500
8064,Reg,1Fam,1949,NAmes,2006,GasA,1596,1,0,3,1,Detchd,2,Y,0,2007-7-1,122900
11184,Reg,1Fam,1978,Sawyer,1978,GasA,2601,2,1,3,1,Attchd,2,Y,0,2009-7-1,172500
8414,Reg,1Fam,1963,Sawyer,2003,GasA,2127,1,0,3,0,Attchd,1,Y,0,2006-2-1,154500
13284,Reg,1Fam,1954,Sawyer,1954,GasA,2766,1,0,3,1,Attchd,1,Y,0,2008-6-1,165000
7018,Reg,Duplex,1979,SawyerW,1979,GasA,1535,2,0,4,0,Attchd,2,Y,0,2009-6-1,118858
7056,Reg,1Fam,1963,NAmes,1963,GasA,2576,1,1,4,1,Attchd,2,Y,0,2008-10-1,140000
8765,Reg,1Fam,1936,IDOTRR,1950,GasA,1902,1,0,2,0,Detchd,1,Y,0,2006-4-1,106500
7018,Reg,Duplex,1979,SawyerW,1979,GasA,2240,2,0,6,0,Detchd,2,Y,0,2009-6-1,142953
12919,IR1,1Fam,2009,NridgHt,2010,GasA,4694,2,1,2,2,Attchd,3,Y,0,2010-3-1,611657
6993,Reg,1Fam,1961,Sawyer,1994,GasA,2148,1,0,3,1,Attchd,1,Y,0,2006-6-1,135000
7340,IR1,1Fam,1971,NAmes,1971,GasA,1716,1,0,2,0,Detchd,1,Y,0,2007-6-1,110000
8712,IR1,1Fam,1957,NAmes,2000,GasA,2298,1,0,2,0,Detchd,1,Y,0,2009-5-1,153000
7875,Reg,1Fam,2003,Gilbert,2003,GasA,2292,2,1,3,1,Attchd,2,Y,0,2006-7-1,180000
14859,IR1,1Fam,2006,Gilbert,2006,GasA,3340,2,0,3,1,Attchd,3,Y,0,2006-8-1,240000
6173,IR1,1Fam,1967,Sawyer,1967,GasA,1778,1,0,3,0,Attchd,1,Y,0,2007-8-1,125500
9920,Reg,1Fam,1954,NAmes,1954,GasA,2119,1,0,3,0,Attchd,1,Y,0,2010-2-1,128000
13501,IR1,1Fam,2006,Somerst,2006,GasA,3259,2,0,3,1,Attchd,3,Y,0,2007-6-1,255000
11500,IR1,1Fam,1936,Crawfor,1987,GasA,3074,1,1,3,1,Attchd,1,Y,0,2006-6-1,250000
8885,IR1,1Fam,1983,Mitchel,1983,GasA,1766,1,0,2,0,Attchd,2,Y,0,2006-6-1,131000
12589,IR2,1Fam,2005,Gilbert,2005,GasA,2226,2,1,3,1,Attchd,2,Y,0,2009-6-1,174000
11600,Reg,Duplex,1960,NAmes,1960,GasA,3379,2,0,5,0,Detchd,2,Y,0,2010-1-1,154300
9286,IR1,1Fam,1977,CollgCr,1989,GasA,2536,1,1,3,0,Detchd,1,Y,0,2009-10-1,143500
6120,Reg,1Fam,1925,BrkSide,1950,GasA,1783,1,0,3,0,Detchd,1,Y,0,2006-7-1,88000
6270,Reg,Duplex,1949,Crawfor,1950,GasA,3003,2,0,4,0,2Types,3,Y,0,2007-8-1,145000
2001,Reg,Twnhs,1970,MeadowV,1970,GasA,1638,1,1,3,0,Attchd,1,Y,0,2007-1-1,75000
17140,Reg,1Fam,1956,Edwards,1956,GasA,2363,1,0,3,0,Attchd,1,Y,0,2009-4-1,135000
13125,IR1,1Fam,1991,SawyerW,1991,GasA,3231,2,1,4,1,Attchd,3,Y,0,2007-11-1,238000
11029,IR1,1Fam,1958,NAmes,2002,GasA,2598,1,0,3,1,Attchd,2,Y,0,2008-5-1,176500
8462,IR1,1Fam,1994,SawyerW,1994,GasA,2649,2,1,3,0,Attchd,2,Y,0,2007-7-1,201000
8777,Reg,Duplex,1900,Edwards,2003,GasA,3472,2,2,4,0,NA,0,N,0,2008-9-1,145900
10237,Reg,1Fam,2005,Gilbert,2006,GasA,2632,2,0,3,1,Attchd,2,Y,0,2006-10-1,169990
8012,Reg,TwnhsE,1993,SawyerW,1994,GasA,3221,2,0,2,1,Attchd,2,Y,0,2008-7-1,193000
10240,Reg,1Fam,1980,NWAmes,1980,GasA,3372,2,0,3,1,Attchd,2,Y,0,2006-5-1,207500
15611,IR1,1Fam,1977,NWAmes,1977,GasA,2252,2,0,3,0,Attchd,2,Y,0,2008-3-1,175000
11999,Reg,1Fam,2003,NridgHt,2004,GasA,3555,2,1,4,1,BuiltIn,3,Y,0,2007-5-1,285000
9900,Reg,1Fam,1968,NWAmes,1968,GasA,2810,2,1,4,1,Attchd,2,Y,0,2008-4-1,176000
11838,Reg,1Fam,2001,CollgCr,2001,GasA,3541,2,0,3,1,Attchd,2,Y,0,2009-6-1,236500
13006,IR1,1Fam,1997,Gilbert,1997,GasA,3200,2,1,4,1,BuiltIn,2,Y,0,2006-11-1,222000
8925,IR1,1Fam,2007,Timber,2007,GasA,2932,2,0,3,0,Attchd,3,Y,0,2009-7-1,201000
9100,Reg,1Fam,1965,NAmes,1965,GasA,1850,1,0,2,0,Detchd,1,Y,0,2009-7-1,117500
11670,IR1,1Fam,2006,Somerst,2006,GasA,3810,2,0,3,1,Attchd,3,Y,0,2007-3-1,320000
8487,Reg,1Fam,2004,CollgCr,2004,GasA,3000,2,0,3,0,Attchd,2,Y,0,2009-8-1,190000
27650,IR2,1Fam,1960,NAmes,2007,GasA,2654,2,0,4,1,Attchd,2,Y,0,2008-11-1,242000
5825,IR1,1Fam,1926,BrkSide,1953,GasA,1347,1,0,1,0,Detchd,2,Y,0,2006-6-1,79900
10083,Reg,1Fam,2003,SawyerW,2003,GasA,2376,2,0,2,0,Attchd,2,Y,0,2009-8-1,184900
9675,Reg,1Fam,2005,Somerst,2005,GasA,3084,2,1,3,1,Attchd,2,Y,0,2009-2-1,253000
8760,Reg,1Fam,2006,CollgCr,2006,GasA,3353,2,1,3,0,Attchd,3,Y,0,2006-8-1,239799
24090,Reg,1Fam,1940,ClearCr,1950,GasA,3435,2,0,4,2,Attchd,1,Y,0,2010-6-1,244400
12640,IR1,Duplex,1976,Mitchel,1976,GasA,3456,2,0,4,0,Attchd,2,Y,0,2006-7-1,150900
8755,IR1,1Fam,1999,Gilbert,1999,GasA,3052,2,1,3,1,BuiltIn,2,Y,0,2009-6-1,214000
7711,IR1,Duplex,1977,Edwards,1977,GasA,2880,2,0,4,0,NA,0,N,0,2007-8-1,150000
25000,Reg,Duplex,1967,Mitchel,1967,GasA,3264,2,0,4,0,Attchd,2,P,0,2007-6-1,143000
14375,IR1,1Fam,1958,Timber,1958,GasA,2163,1,0,3,1,Basment,2,Y,0,2009-1-1,137500
8820,Reg,1Fam,1890,OldTown,1996,GasA,2957,1,0,2,0,Detchd,2,Y,0,2009-9-1,124900
8163,Reg,1Fam,1959,NAmes,1959,GasA,2288,1,0,3,1,Attchd,1,Y,0,2006-3-1,143000
14536,Reg,1Fam,2002,Timber,2003,GasA,3245,2,0,3,1,Attchd,3,Y,0,2007-11-1,270000
14006,IR1,1Fam,2002,CollgCr,2002,GasA,2712,2,1,3,1,Attchd,2,Y,0,2006-2-1,192500
9360,Reg,1Fam,1972,NWAmes,2006,GasA,2542,1,1,3,1,Attchd,2,Y,0,2010-3-1,197500
7200,Reg,1Fam,1950,NAmes,2002,GasA,1728,1,0,3,0,Detchd,2,Y,0,2007-7-1,129000
7800,Reg,1Fam,1965,SawyerW,1965,GasA,1793,1,0,3,0,Detchd,1,Y,0,2006-7-1,119900
7200,Reg,1Fam,1972,CollgCr,2003,GasA,1536,1,0,2,0,Detchd,1,Y,0,2009-4-1,133900
11075,IR1,1Fam,1969,Mitchel,1969,GasA,2752,2,1,4,1,Attchd,2,Y,0,2008-9-1,172000
9400,IR1,Duplex,1975,Edwards,1975,GasA,1925,2,0,4,0,NA,0,Y,0,2006-10-1,127500
7136,IR1,Duplex,1946,Crawfor,1950,GasA,2937,2,0,4,0,Attchd,2,Y,0,2007-8-1,145000
1300,Reg,TwnhsE,1980,Blueste,1980,GasA,1790,1,1,2,1,Attchd,2,Y,0,2009-5-1,124000
7420,Reg,1Fam,1962,Sawyer,1962,GasA,2114,1,0,3,0,Detchd,2,Y,0,2007-4-1,132000
8450,Reg,1Fam,2003,CollgCr,2003,GasA,2674,2,0,3,0,Attchd,2,Y,0,2007-10-1,185000
7207,IR1,1Fam,1958,BrkSide,2008,GasA,1716,1,0,2,0,NA,0,Y,0,2010-2-1,116500
12227,IR1,1Fam,1977,NWAmes,1995,GasA,4202,2,1,4,1,Attchd,2,Y,0,2008-7-1,272000
2308,Reg,TwnhsE,1976,NPkVill,1976,GasA,2352,2,1,3,1,Detchd,2,Y,0,2007-7-1,155000
11923,IR1,1Fam,2007,CollgCr,2007,GasA,3600,2,0,2,0,Attchd,2,Y,0,2009-5-1,239000
11316,Reg,1Fam,2002,Timber,2003,GasA,2711,2,1,4,1,BuiltIn,2,Y,0,2010-2-1,214900
10237,Reg,1Fam,2005,Gilbert,2007,GasA,2267,2,1,3,1,Attchd,2,Y,0,2007-7-1,178900
9600,IR1,1Fam,1940,Crawfor,1950,GasA,2036,1,1,2,2,Detchd,1,Y,0,2009-6-1,160000
7390,IR1,1Fam,1955,NAmes,1955,GasA,2196,1,0,3,0,Attchd,1,Y,0,2008-7-1,135000
5925,Reg,1Fam,1910,OldTown,1950,Grav,1568,1,0,2,0,NA,0,Y,0,2009-5-1,37900
10382,Reg,2fmCon,1958,NAmes,1958,GasA,1683,1,0,2,0,Attchd,1,Y,0,2006-3-1,140000
10800,Reg,1Fam,1949,NAmes,1950,GasA,1912,1,1,4,0,NA,0,Y,0,2006-12-1,135000
